Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Operating margin 2019,Operating margin 2020,Operating margin 2021,Weighted Average Operating margin 2019-2021
BIG BRAND SOLE SHAREHOLDER CO. LTD,GR,Grèce,RETHYMNO,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as an online clothing store that caters to all those who love athletic and casual outfits,Retail,"Trade of sportswear, sports shoes and sports goods (also sales via internet)",www.heavenofbrands.com,1.269439,0.231812,-0.548456,13.923971,11.848299,12.306058,-0.04456796806905997,0.019565002537495043,0.09116932231473335,0.025021975754817804
BRENTA,RU,Fédération de Russie,MOSCOW,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the marketing and sale of furniture and home furnishings,Wholesale; Retail,Engaged in the marketing and sale of furniture and home furnishings [source: Bureau van Dijk],,1.18507808159064,0.233307697231023,1.21054251623403,13.7572428094935,7.67235947450679,10.5545411347477,0.11469399766217002,0.03040885897046957,0.08614212149929126,0.08219473820626713
ADAMAKOS BROS S.A.,GR,Grèce,PERISTERI,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale and retail marketing of men's fashion and clothing items,Wholesale; Retail,"Imports and trade of men's wear, shoes and accessories (also via internet). Real Estate lessors",www.adamakos.gr,3.390475,0.682597,1.465473,13.747056,9.284679,14.731469,0.09947908114255272,0.07351864291700337,0.24663280632595078,0.14666512407156976
GLEN,RU,Fédération de Russie,MOSCOW,"UL. KASATKINA D. 3, ET 4 POM4",4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of a chain of family clothing store,Retail,"Retail sale of clothing (brands Glenfield, Flo&Jo, Braccialini)","www.flo-jo.ru
glenfield.ru",0.730047649588652,0.577334513001422,0.293781630764576,13.6150101462518,9.88784495497387,20.5654331139989,0.014285214862049207,0.058388305604549974,0.053620793649546666,0.036333696138473676
PROGETTO MODA S.R.L.,IT,Italie,ALTAMURA,PIAZZA ZANARDELLI N. 11,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of clothing and accessories,Retail,Engaged in the retail distribution of clothing and accessories [source: Bureau van Dijk],"www.anteprimaextra.com
www.progettomoda.it",0.714603,0.852242,0.317995,13.596093,11.15043,10.813372,0.029407570552460422,0.07643131251440528,0.052559437479575935,0.05300465594738118
"UNIFATO - CONFECCOES DO CENTRO, LDA",PT,Portugal,REGUENGO DO FETAL,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing,Retail,Engaged in the retail sale of clothing [source: Bureau van Dijk],www.unifato.pt,0.79616192,-0.36129377,1.41200789,13.32746899,16.2998126,27.64323864,0.05107968383837676,-0.022165516798640986,0.059738418494718254,0.032248284677402865
MARC TENSEN,BE,Belgique,ANTWERPEN,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry and watch stores,Retail,Engaged in the operation of jewelry and watch stores [source: Bureau van Dijk],www.tensen.be,1.584071,0.258974,0.107552,12.977054,8.94107,10.506475,0.010236734965818697,0.028964542275141565,0.12206707315851502,0.06015793749677521
CAMPARINI S.R.L.,IT,Italie,REGGIO NELL'EMILIA,VIA EMILIA SAN PIETRO 29/C,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the wholesale of jewelry, watches, precious stones, and precious metals",Wholesale,"Engaged in the wholesale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.camparinigioielli.com,1.946484,1.490668,1.332705,13.200859,11.045743,11.74519,0.11346815164335358,0.1349540723516743,0.14745131358497202,0.13252624376135538
NIKOLAOS P. SAKELLARIS S.A.,GR,Grèce,ATHENS,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,"Representation, imports and trade of anatomic shoes (sales also via internet)",www.sakellaris.gr,3.69718,1.675193,3.250056,13.185842,8.397243,10.689627,0.30403829806222427,0.19949321461817884,0.28039013359935605,0.2671739827752933
FILNUM S.P.A.,IT,Italie,PARMA,GALLERIA POLIDORO 2/C,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the professional operator in the gold trade,Wholesale,Engaged in the professional operator in the gold trade [source: Bureau van Dijk],www.filnum.it,0.054363,0.213313,0.188272,13.169115,16.934133,16.431068,0.011458293520542912,0.012596629541057698,0.004128067831437421,0.009798102544367472
LOSCHI SRL,IT,Italie,TREVISO,VIA MARTIRI DELLA LIBERTA' 10,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,Operates as a clothing store [source: Bureau van Dijk],"loschiboutique.com
www.loschiboutique.com",0.681697,0.46465,0.327022,13.088696,11.976614,12.049832,0.027139133558044624,0.03879644113102418,0.05208288128932018,0.039697248093513965
GROUP 88 NUF,NO,Norvège,OSLO,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,group88.dk,0.61546075559982,0.0325249106210397,0.401289117047672,12.6805375272736,11.1400071294694,12.1159610679613,0.03312070043777346,0.00291964899510696,0.04853585696001234,0.029198019176005063
YAR,RU,Fédération de Russie,KRASNOYARSK,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,Engaged in the retail sale of clothing in specialised stores [source: Bureau van Dijk],,1.56439291386727,0.386463445143814,1.33753969517352,12.6302319732738,8.1201999422224,13.3906245346719,0.09988628175708106,0.047592848438907244,0.12386098031909497,0.09631793494686697
LAATUKORU OY,FI,Finlande,HYVINKAA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale of jewelry products and other valuable goods in Finland,Retail,"Yhtion toimialana on kello- ja kultasepanalan kauppa ja valmistustoiminta seka kaikki niihin liittyva toiminta. Yhtio voi harjoittaa kaytettyjen tavaroiden osto-, myynti- ja valitysliiketoimintaa. Yhtio voi myos omistaa ja hallita kiinteistoja seka vuokrata niissa sijaitsevia huoneistoja ulkopuolisille. Lisaksi yhtio voi kayda arvopaperikauppaa ja harjoittaa sijoitustoimintaa. Yhtio voi antaa vakuuksia ja takauksia muiden yhtioiden ja henkiloiden veloista ja vastuista.",www.laatukoru.fi,0.11,0.24,0.119,12.332,9.873,9.359,0.012715033657442034,0.024308720753570344,0.008919883230619525,0.014858699784564692
"BUDMIL PRODUCTION, TRADE AND SERVICE PRIVATE COMPANY LIMITED BY SHARES",HU,Hongrie,BUDAPEST,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale distribution of clothing, footwear, and leather goods for men, women, and children",Wholesale,"Engaged in the wholesale distribution of clothing, footwear, and leather goods for men, women, and children [source: Bureau van Dijk]","www.budmil.eu
budmil.eu",2.33958739324082,0.717100563463377,0.508331226380016,12.5990068744653,9.44343689934094,10.1005167634557,0.050327249415514086,0.07593639594430114,0.18569617562337523,0.11091135114798903
CROSS POLAND SP. Z O.O.,PL,Pologne,ZAKRET,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale trade of wearing apparel, accessories and other textile products",Wholesale,"Engaged in the wholesale trade of wearing apparel, accessories and other textile products [source: Bureau van Dijk]",www.crossjeans.pl,0.716125314455726,0.15915245605181,0.573325703134871,12.5466546894044,11.7406376537293,11.7112205361532,0.04895524777840039,0.013555690989343902,0.05707699240822264,0.04024064767619652
LLC BRAND OUTLET,RU,Fédération de Russie,MOSCOW,"UL. MOLODOGVARDEISKAYA D. 2, K. 3, KV. 71",4771.0,Commerce de détail d'habillement en magasin spécialisé,,,"Trade in clothing, footwear, household goods.",wossoutlet.com,0.880088372635693,0.392133428896852,0.319894275347243,12.5366422153336,8.01431244407958,11.5854585650089,0.02761170596331914,0.048929141661619775,0.07020128336750765,0.04954243231070537
FERNER JACOBSEN AKTIESELSKAP,NO,Norvège,OSLO,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],,0.846886264280165,0.456284344190666,0.51736457033317,12.4778580460986,9.89600109386553,11.4003711229187,0.045381379672200996,0.04610795207707827,0.06787112508824841,0.05390308423415739
RECMAN SP. Z O.O.,PL,Pologne,SUWALKI,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale trade of clothing and footwear products,Wholesale,Engaged in the wholesale trade of clothing and footwear products [source: Bureau van Dijk],www.recman.pl,0.614567305998142,-0.527978515648714,0.428939508069016,12.3881198111055,9.50274596584006,15.5538622275649,0.02757768468006871,-0.055560626112353385,0.049609409286403956,0.013767713798224017
JS GROUP,RU,Fédération de Russie,MOSCOW,"PR-KT VOLGOGRADSKII D. 42, K. 23",4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in selling pantyhose and underwear,Retail,Engaged in selling pantyhose and underwear [source: Bureau van Dijk],"js-company.ru
www.js-company.ru",0.627045435992714,1.02506466974907,2.15932590142022,12.3503659148948,12.3657381660193,19.2617852157865,0.11210414181394195,0.08289555026855726,0.05077140550438947,0.08666709721896439
SARL MAILLOCHON,FR,France,LIMOGES,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail of clothing,Retail,Engaged in the retail of clothing [source: Bureau van Dijk],www.imajeans.fr,1.023579,0.248027,0.329749,12.252962,9.430987,11.061576,0.02981030912774093,0.026299156175276246,0.08353727041673678,0.04890301804597728
"VESNA, A.S.",CZ,République tchèque,CEPERKA,,4751.0,Commerce de détail de textiles en magasin spécialisé,Engaged in the wholesale of textile products. It is a privately held company based in Czech Republic,Wholesale,Engaged in the wholesale of textile products. It is a privately held company based in Czech Republic [source: Bureau van Dijk],"www.vesna.cz
www.ivesna.cz",0.275001212422797,0.189414927199084,0.215760580048002,12.2079300837272,11.4326445236288,12.0574866555733,0.01789432459776114,0.016567901399156107,0.022526440644459887,0.019053603910311325
SMART RETAIL EOOD,BG,Bulgarie,SOFIA,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation and management of clothing stores,Retail,Engaged in the operation and management of clothing stores [source: Bureau van Dijk],"www.orsay-fashion.bg
orsay-fashion.bg",0.340510369816038,0.527641468457993,1.77059552019623,12.075847484512,10.8820940064534,13.9873467069039,0.12658551741784568,0.04848712647998502,0.02819763749523692,0.07142310933772719
RETAIL 2000 S.R.L.,IT,Italie,RHO,VIA ACHILLE GRANDI 2,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of a chain of family clothing stores,Retail,Engaged in the operation of a chain of family clothing stores [source: Bureau van Dijk],www.matiasfashionoutlet.com,2.627153,2.514958,2.849025,11.972171,11.795704,15.800758,0.18030938768886912,0.21320965666822428,0.21943831239964748,0.2019563324312973
ROCALE' SRL,IT,Italie,MILANO,VIA BENEDETTO CROCE 9,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Operates as a shoe store,Retail,Operates as a shoe store [source: Bureau van Dijk],www.rocalecalzature.it,0.33638,0.299484,0.189089,11.912008,9.371064,12.052466,0.01568882251980632,0.03195837740516978,0.02823873187459243,0.02474695323651294
3F AZZARO S.R.L.,IT,Italie,MOLFETTA,VIA ADRIANO OLIVETTI 8/A,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,www.fratelliazzaro.it,0.309759,0.215051,0.140309,11.862047,9.619712,8.358661,0.016786061786690475,0.022355243067567927,0.026113452425201147,0.02228919700191887
RABINO MARIO & C. S.R.L.,IT,Italie,CUNEO,CORSO NIZZA 10,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,"www.gioielleriarabino.com
www.gioielleriaerredue.com",1.571183,0.349933,0.181453,11.840437,9.215148,9.231671,0.01965548815593623,0.037973671177066286,0.13269636923029107,0.06942091419572641
LU.CA S.R.L.,IT,Italie,BRESCIA,CORSO GIUSEPPE ZANARDELLI 15/A,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,www.pasinigioielli.com,0.635317,0.547846,0.345847,11.680987,6.482358,6.564414,0.052685129243828926,0.08451338232167988,0.0543889827118205,0.06183374724737491
MONTI - S.R.L.,IT,Italie,CESENA,VIA FANTAGUZZI 13,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Engaged in the wholesale trade of apparel, accessories and other textile products",Wholesale,"Engaged in the wholesale trade of apparel, accessories and other textile products [source: Bureau van Dijk]","www.montiboutique.com
www.omvvicariemonti.it",1.056149,0.80404,0.846438,11.655234,11.243164,12.054039,0.07022028052174048,0.0715136771108204,0.09061585550320139,0.07743743304651403
MARASMA S.R.L.,IT,Italie,NOVATE MILANESE,VIA ENRICO FERMI 7,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,,0.336303,0.026877,0.08229,11.609677,8.748297,11.069638,0.00743384743024117,0.003072255091476661,0.028967472566204903,0.014174478162706098
SOLUX INVEST,BE,Belgique,WAREGEM,,2611.0,Fabrication de composants électroniques,"Engaged in the development, manufacture and sale of a wide variety of electrical and electronic equipment and components and related products principally in Belgium",Manufacturing; Wholesale,"Engaged in the development, manufacture and sale of a wide variety of electrical and electronic equipment and components and related products principally in Belgium [source: Bureau van Dijk]",,3.35857,3.710702,4.047987,11.532561,11.536777,11.488617,0.3523476324434873,0.3216411307941551,0.29122499330374235,0.32169898363488236
RONCHI - OREFICERIA OROLOGERIA S.R.L.,IT,Italie,MILANO,VIA MAURIZIO GONZAGA 0005,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of a wide range of watches,Retail,Engaged in the retail distribution of a wide range of watches [source: Bureau van Dijk],www.ronchigioielli.com,2.340515,1.828246,1.971636,11.51454,9.490069,12.632031,0.15608226420596974,0.1926483358550923,0.20326604449678407,0.18255084336604369
"VIEIRA & FRANK - IMPORTACAO E REPRESENTACAO DE CALCADO E CONFECCAO, LDA",PT,Portugal,LISBOA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of clothing products and accessories in Portugal,Retail,Engaged in the retail sale of clothing products and accessories in Portugal [source: Bureau van Dijk],"www.stivali.pt
stivali.pt",0.84930731,0.67030306,1.00060562,11.39130385,9.23385272,12.12500392,0.0825241481653888,0.07259191589098683,0.07455751520489905,0.07695278289611826
GRIFO MODA S.R.L.,IT,Italie,ISCHIA,VIA FASOLARA 49/16,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,www.grifo210.com/it,0.190739,0.134241,0.095855,11.343398,8.956114,7.366541,0.01301221292327023,0.014988755167698849,0.0168149790741716,0.015211241010779529
HEREDEROS DE ANTONIO MOYA BARRIONUEVO SL,ES,Espagne,TORREMOLINOS,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the manufacture and distribution of clothing and other related products,Manufacturing,Engaged in the manufacture and distribution of clothing and other related products [source: Bureau van Dijk],www.basesantagema.es,0.22899867,0.14107988,0.39878007,11.29596249,8.81983173,11.37523589,0.035056861576872315,0.01599575641790617,0.02027261246686381,0.024415162581672686
ORA - KESSARIS S.A.,GR,Grèce,ATHENS,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in importing and trading of watches and jewelry,Wholesale,"Representations, exclusive imports and trade of watches and jewellery (also sales via internet)",www.kessaris.gr,1.26552,0.209519,0.921178,11.270171,6.003045,11.218794,0.08211025177929107,0.03490212050717594,0.11228933438543214,0.08410136736579835
"MUNDO DOS FATOS - COMERCIO DE VESTUARIO, LDA",PT,Portugal,SANTA MARTA,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],"www.mundodosfatos.com
suitsinc.com/pt",1.35255903,-0.39493261,1.47610327,11.184273059,5.449976609,11.07689417,0.13325967074758105,-0.07246501009707361,0.12093401358004166,0.0878249452360264
GROENHAUG RETAIL AS,NO,Norvège,BERGEN,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of family clothing,Retail,Engaged in the retail sale of family clothing [source: Bureau van Dijk],,0.545871252851033,0.200532001351802,0.223958129701347,11.1768965933108,8.80907752103111,11.8353101796949,0.018922877922167,0.022764245276879973,0.04883925052842741,0.03049409869626236
ABATE & C. S.R.L.,IT,Italie,SANREMO,CORSO IMPERATRICE 3,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry stores,Wholesale; Retail,Engaged in the operation of jewelry stores [source: Bureau van Dijk],"www.abategioielli.it
abate1920.com",1.73575,1.590337,1.438846,11.091574,8.739831,12.149721,0.11842625851243828,0.1819642736798915,0.15649266731664954,0.14899203361382585
DENIS SHOES SRL,RO,Roumanie,SUCEAVA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Operates as a shoe store engaged in the retail distribution of shoes,Retail,Operates as a shoe store engaged in the retail distribution of shoes [source: Bureau van Dijk],www.denisshoes.com,0.924301664595818,0.105624658816571,0.209065049240677,11.0437109391739,8.07828451977616,11.1138463899802,0.0188112235768493,0.013075134771249396,0.08369484403264889,0.04097757154715708
RAZZIA SL,ES,Espagne,ARAFO,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of apparel,Retail,Engaged in the retail sale of apparel [source: Bureau van Dijk],razzia.es,2.36864033,0.03623479,0.70094204,11.01600909,7.24174104,12.90650948,0.05430918724277728,0.00500360200673511,0.21501800794174905,0.09965958437220193
KUBENZ BERNACIAK SP.K.,PL,Pologne,ELK,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,Operates as a clothing store [source: Bureau van Dijk],kubenz.pl,0.969694132146396,-0.474204933767449,2.61231192209245,10.9391240715918,9.13326941936556,16.9988961440925,0.15367538573969622,-0.05192061155690615,0.08864458669635433,0.08383309971318231
"MODARTE, LDA",PT,Portugal,BRAGA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail distribution of travel products in Portugal,Wholesale; Retail,Engaged in the wholesale and retail distribution of travel products in Portugal [source: Bureau van Dijk],www.modarte.pt,0.47469037,-1.15617037,1.2760215,10.919741899,8.727032229,18.35246346,0.06952862228992554,-0.13248150570110606,0.0434708415629742,0.01564614286334402
MAX FASHION SRL,IT,Italie,MILANO,VIALE SAN GIMIGNANO 4/A,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,,-0.204153,0.147119,0.495764,10.916687,7.858534,9.407811,0.05269706204769632,0.018720921739347314,-0.018701003335535774,0.015567168216677325
TORELLI SRL,IT,Italie,TREVIGLIO,VIA ROMA 2/4,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Involved in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services",Retail,"Involved in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services [source: Bureau van Dijk]",www.gioiellerietorelli.com,0.374002,0.282568,0.327695,10.876676,8.057733,10.735244,0.030525156205112806,0.035067927914712485,0.03438568915723885,0.0331741325050212
"ROFINOR - TEXTEIS, LDA",PT,Portugal,CARVALHOSA,,4751.0,Commerce de détail de textiles en magasin spécialisé,Engaged in the manufacture of workwear fabrics,Manufacturing,Engaged in the manufacture of workwear fabrics [source: Bureau van Dijk],www.rofinor.pt,0.72592872,1.15110686,0.36690575,10.87401187,11.73345833,10.22493746,0.03588342241068338,0.09810465317432121,0.06675813201958551,0.06834531762755287
SPORT & MODA D.O.O.,HR,Croatie,ZADAR,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,"-maloprodaja sportske odjece, obuce i opreme poznatih svjetskih brandova; Nike, Converse, Adidas, Puma, Reebok i 4F. Note COVID-19:;The company's business operations are directly / indirectly affected by the consequences of official measures and recommendations to reduce the risk of corona infections. The Croatian Government proposed a set of measures to mitigate the effects of the special circumstances caused by the coronavirus epidemic. Employment protection measures:;-Croatian Employment Fund (CEF) is providing grants to support job preservation in COVID 19 affected sectors. Tax measures:;-Employers utilizing the grant provided by CEF to support job preservation are exempted from paying contributions on supported net salaries. -Possibility to defer payment of VAT until issued invoices are settled. -Taxpayers whose business activities are during special circumstances banned, disabled or significantly impeded by decisions of the competent authority may be fully or partially exempted from paying their tax obligations. The subject has received: ;- HRK 221.000,00 for 69 employees as support for salaries in March 2020;- HRK 224.000,00 for 56 employees as support for salaries in April 2020;from Croatian Employment Fund (CEF). Further development remains to be seen.",www.sport-moda.hr,1.70536597810322,0.53091704997435,0.325194721258051,10.795955413438,6.95331275175832,6.83286800553938,0.04759271231266532,0.0763545476708342,0.15796341433390024,0.10420077944182017
LARIO SPORT SL,ES,Espagne,VALENCIA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the manufacture and sale of leather and allied products,Manufacturing,Engaged in the manufacture and sale of leather and allied products [source: Bureau van Dijk],www.yacare.es,0.65184376,-1.23442686,0.91753703,10.78341504,8.45243331,13.40534652,0.06844560329948114,-0.14604396328564465,0.060448731462347575,0.01026169327850957
"IZLATO, S.R.O.",SK,Slovaquie,BRATISLAVA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,izlato.sk,1.672398,1.175668,0.750678,10.615774,7.425527,4.854493,0.15463571582037505,0.1583278870307791,0.15753896041871276,0.15717926183298117
MALI' S.R.L.,IT,Italie,RENDE,VIA GUGLIELMO MARCONI 38,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,"www.maliziashop.it
www.maligestione.it",0.145964,0.052159,0.082434,10.535079,6.025606,6.521403,0.012640531492993148,0.008656224784693854,0.013855045605258395,0.01215474960497508
CUSI MONTENAPOLEONE S.R.L.,IT,Italie,MILANO,VIA MONTE NAPOLEONE 21/A,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the sale of jewelries,Retail,Engaged in the sale of jewelries [source: Bureau van Dijk],www.cusimontenapoleone.com,0.601428,-0.224376,0.920284,10.447562,6.488519,9.603788,0.0958251056770516,-0.034580464355579446,0.057566348972133405,0.04888253216321452
"MALALAN DRUZBA ZA PROIZVODNJO IN TRGOVINO Z ZLATOM IN DRAGIMI KAMNI, URARSTVO, OPTIKA, STARINARNICA, D.O.O., LJUBLJANA",SI,Slovénie,LJUBLJANA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,"malalan.si
malalan.eu/si",1.9057755,1.14616407,1.27652223,10.40190203,7.01163849,7.90249269,0.16153412348173904,0.16346593904330056,0.18321413665535166,0.17097709440080167
M & G SRL UNIPERSONALE,IT,Italie,ROMA,CIRCONVALLAZIONE CORNELIA 113,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,www.mgservice.biz,0.125532,0.062826,0.040923,10.293263,6.786483,4.875503,0.008393595491583125,0.009257519690243092,0.0121955496522337,0.010443106338716542
PUNTO BLU S.P.A. L'INSEGNA RAPPRESENTATIVA DELLA DITTA E' PUNTO BLU,IT,Italie,LEGNAGO,VIALE EUROPA 38,4751.0,Commerce de détail de textiles en magasin spécialisé,Engaged in the retail sale of textiles and related products in Italy,Retail,Engaged in the retail sale of textiles and related products in Italy [source: Bureau van Dijk],"puntoblu.com
www.puntoblu.com",0.344709,0.009656,0.357779,10.254424,8.343734,11.312958,0.03162559252849697,0.001157275627434911,0.03361563750435909,0.02380867367168781
DOCKYARD ISLANDS KERESKEDELMI ES SZOLGALTATO KORLATOLT FELELOSSEGU TARSASAG,HU,Hongrie,BUDAPEST,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of apparel, accessories and other textile products",Retail,"Engaged in the retail sale of apparel, accessories and other textile products [source: Bureau van Dijk]","www.dcy.hu
www.dockyard.hu",0.265552190566555,0.910090102217771,0.222855859848743,10.2329135981335,9.48621140545963,9.59476171336588,0.023226825897958055,0.0959382058145978,0.02595078987229914,0.047707701340879975
"SANTOS & JUNIORES, S.A.",PT,Portugal,LISBOA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear and leather goods,Retail,Engaged in the retail sale of footwear and leather goods [source: Bureau van Dijk],"www.profonlinestore.com
www.prof.com.pt",0.64040806,0.08525982,0.87543965,10.05840836,7.68329865,10.124980129,0.0864633449988275,0.011096772868512666,0.06366892624351553,0.05745596963189848
LINEA S.A.,GR,Grèce,ATHENS,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of women's clothing and accessories in Greece,Retail,Exclusive imports and trade of women's wear and accessories,www.lineapiu.gr,3.865414,0.401661,2.907989,10.041588,5.831557,12.248325,0.23741932060098014,0.06887714550333641,0.3849405094094679,0.2551454102506021
MENICHINI MARIO E RENATO - S.P.A.,IT,Italie,ROMA,PIAZZA DI SPAGNA 1,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewellery,Retail,Engaged in the retail distribution of jewellery [source: Bureau van Dijk],www.menichinigioiellieri.it,0.885295,0.684055,0.24108,9.998059,8.696775,5.558046,0.04337495587478045,0.07865616852223956,0.08854668691192961,0.07464804179957184
TEODOR OOD,BG,Bulgarie,SOFIA,"ZH.K. STORGOZIA, DO BL. 15",4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of men's clothing and accessories,Retail,Engaged in the retail distribution of men's clothing and accessories [source: Bureau van Dijk],www.teodor.bg,1.61665734137885,0.449926833568831,1.10847562454099,9.99443950324912,7.0541369576695,9.00125155444837,0.12314683328599868,0.06378198159020078,0.1617556783302642,0.12188409833706691
US FASHION STORE S.R.L.,IT,Italie,ROGNO,VIA SANTA RITA DA CASCIA 5,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,www.usfashionstore.it,0.91791,0.05805,0.284877,9.946399,7.294177,9.886534,0.028814648288267658,0.007958402983640237,0.09228566036813927,0.04647885454808861
MORETTO ABBIGLIAMENTO DI MORETTO GRAZIANO - S.R.L.,IT,Italie,CESSALTO,VIA MAGGIORE 193,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],"www.morettoabbigliamento.com
morettoshop.com",0.468377,-0.294867,0.038215,9.88173,7.885156,10.476163,0.0036478050217431707,-0.03739520181972303,0.04739827945106778,0.0074965348110963516
MDL EOOD,BG,Bulgarie,SOFIA,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale and marketing of clothing and fashion apparel items,Retail,Engaged in the retail sale and marketing of clothing and fashion apparel items [source: Bureau van Dijk],www.mdl.bg,0.401352312771156,0.289896039356281,0.393181621435433,9.82929708665665,8.09357019931204,12.0735901281877,0.032565427288896324,0.03581806696146558,0.04083224967490249,0.03615193482984724
MAIKL I KO,RU,Fédération de Russie,SAINT-PETERSBURG,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in wholesaling of miscellaneous non-durable goods,Wholesale,"Sale of children clothes, footwear and toys",www.juniorshop.ru,0.871555363594285,0.349564426361887,1.05112021970978,9.82332360637144,7.02918034473128,13.9071545009156,0.07558125708897372,0.04973046773851846,0.08872306344758828,0.07387078153713558
